TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395491.jpeg,BOHOEL,0.4,0.04,,,0.95,0.77,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395491.jpeg,BOHOEL,0.4,0.04,,,0.95,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395491.jpeg,BOHOEL,0.4,0.04,,,0.95,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395497.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395497.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395497.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395498.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395498.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395498.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395500.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395500.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395500.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395506.jpeg,BOHOEL,0.07,0.01,,,0.62,0.74,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395506.jpeg,BOHOEL,0.07,0.01,,,0.62,0.74,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395506.jpeg,BOHOEL,0.07,0.01,,,0.62,0.74,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395507.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395507.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395507.jpeg,BOHOEL,0.08,0.18,,,0.62,0.91,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395520.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395520.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395520.jpeg,BOHOEL,0.02,0.04,,,0.56,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395524.jpeg,BOHOEL,0.17,0.0,,,0.72,0.62,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395524.jpeg,BOHOEL,0.17,0.0,,,0.72,0.62,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395524.jpeg,BOHOEL,0.17,0.0,,,0.72,0.62,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395525.jpeg,BOHOEL,0.28,0.05,,,0.82,0.78,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395525.jpeg,BOHOEL,0.28,0.05,,,0.82,0.78,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395525.jpeg,BOHOEL,0.28,0.05,,,0.82,0.78,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395535.jpeg,BOHOEL,0.39,0.0,,,0.94,0.63,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395535.jpeg,BOHOEL,0.39,0.0,,,0.94,0.63,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395535.jpeg,BOHOEL,0.39,0.0,,,0.94,0.63,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395537.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395537.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395537.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395546.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395546.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395546.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395547.jpeg,BOHOEL,0.16,0.2,,,0.71,0.93,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395547.jpeg,BOHOEL,0.16,0.2,,,0.71,0.93,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395547.jpeg,BOHOEL,0.16,0.2,,,0.71,0.93,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395551.jpeg,BOHOEL,0.12,0.12,,,0.67,0.85,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395551.jpeg,BOHOEL,0.12,0.12,,,0.67,0.85,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395551.jpeg,BOHOEL,0.12,0.12,,,0.67,0.85,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395562.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395562.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395562.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395564.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395564.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395564.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395646.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395646.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395646.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395653.jpeg,BOHOEL,0.34,0.1,,,0.89,0.82,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395653.jpeg,BOHOEL,0.34,0.1,,,0.89,0.82,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395653.jpeg,BOHOEL,0.34,0.1,,,0.89,0.82,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395657.jpeg,BOHOEL,0.3,0.0,,,0.86,0.6,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395657.jpeg,BOHOEL,0.3,0.0,,,0.86,0.6,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395657.jpeg,BOHOEL,0.3,0.0,,,0.86,0.6,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395660.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395660.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395660.jpeg,BOHOEL,0.5,0.07,,,1.0,0.8,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395663.jpeg,BOHOEL,0.28,0.1,,,0.82,0.83,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395663.jpeg,BOHOEL,0.28,0.1,,,0.82,0.83,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395663.jpeg,BOHOEL,0.28,0.1,,,0.82,0.83,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395666.jpeg,BOHOEL,0.5,0.0,,,1.0,0.68,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395666.jpeg,BOHOEL,0.5,0.0,,,1.0,0.68,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395666.jpeg,BOHOEL,0.5,0.0,,,1.0,0.68,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395667.jpeg,BOHOEL,0.33,0.23,,,0.88,0.97,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395667.jpeg,BOHOEL,0.33,0.23,,,0.88,0.97,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395667.jpeg,BOHOEL,0.33,0.23,,,0.88,0.97,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395720.jpeg,BOHOEL,0.23,0.03,,,0.78,0.76,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395720.jpeg,BOHOEL,0.23,0.03,,,0.78,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395720.jpeg,BOHOEL,0.23,0.03,,,0.78,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395721.jpeg,BOHOEL,0.28,0.03,,,0.83,0.76,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395721.jpeg,BOHOEL,0.28,0.03,,,0.83,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395721.jpeg,BOHOEL,0.28,0.03,,,0.83,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395723.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395723.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395723.jpeg,BOHOEL,0.23,0.05,,,0.78,0.78,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395730.jpeg,BOHOEL,0.1,0.0,,,0.65,0.6,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395730.jpeg,BOHOEL,0.1,0.0,,,0.65,0.6,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395730.jpeg,BOHOEL,0.1,0.0,,,0.65,0.6,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395732.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395732.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395732.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395734.jpeg,BOHOEL,0.1,0.04,,,0.64,0.77,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395734.jpeg,BOHOEL,0.1,0.04,,,0.64,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395734.jpeg,BOHOEL,0.1,0.04,,,0.64,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395738.jpeg,BOHOEL,0.43,0.01,,,0.97,0.74,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395738.jpeg,BOHOEL,0.43,0.01,,,0.97,0.74,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395738.jpeg,BOHOEL,0.43,0.01,,,0.97,0.74,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395746.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395746.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395746.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395755.jpeg,BOHOEL,0.39,0.12,,,0.93,0.85,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395755.jpeg,BOHOEL,0.39,0.12,,,0.93,0.85,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395755.jpeg,BOHOEL,0.39,0.12,,,0.93,0.85,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395767.jpeg,BOHOEL,0.46,0.03,,,1.0,0.76,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395767.jpeg,BOHOEL,0.46,0.03,,,1.0,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395767.jpeg,BOHOEL,0.46,0.03,,,1.0,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395775.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395775.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395775.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395776.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395776.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395776.jpeg,BOHOEL,0.11,0.21,,,0.66,0.95,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395777.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395777.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395777.jpeg,BOHOEL,0.22,0.08,,,0.77,0.81,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395779.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395779.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395779.jpeg,BOHOEL,0.33,0.17,,,0.88,0.87,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395785.jpeg,BOHOEL,0.42,0.13,,,0.96,0.86,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395785.jpeg,BOHOEL,0.42,0.13,,,0.96,0.86,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395785.jpeg,BOHOEL,0.42,0.13,,,0.96,0.86,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395786.jpeg,BOHOEL,0.35,0.03,,,0.9,0.75,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395786.jpeg,BOHOEL,0.35,0.03,,,0.9,0.75,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395786.jpeg,BOHOEL,0.35,0.03,,,0.9,0.75,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395788.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395788.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395788.jpeg,BOHOEL,0.29,0.12,,,0.84,0.86,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395795.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395795.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395795.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395803.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395803.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395803.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395814.jpeg,BOHOEL,0.19,0.31,,,0.75,1.0,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395814.jpeg,BOHOEL,0.19,0.31,,,0.75,1.0,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395814.jpeg,BOHOEL,0.19,0.31,,,0.75,1.0,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395821.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395821.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395821.jpeg,BOHOEL,0.45,0.03,,,0.99,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395822.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395822.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395822.jpeg,BOHOEL,0.12,0.24,,,0.67,0.97,,
TRAIN,source/sorting_line/cam320x240-BOHOEL-1665095395828.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
TEST,source/sorting_line/cam320x240-BOHOEL-1665095395828.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
VALIDATION,source/sorting_line/cam320x240-BOHOEL-1665095395828.jpeg,BOHOEL,0.43,0.13,,,0.97,0.86,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395474.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395474.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395474.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395477.jpeg,BOHOMIPO1,0.22,0.03,,,0.77,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395477.jpeg,BOHOMIPO1,0.22,0.03,,,0.77,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395477.jpeg,BOHOMIPO1,0.22,0.03,,,0.77,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395479.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395479.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395479.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395483.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395483.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395483.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395488.jpeg,BOHOMIPO1,0.23,0.05,,,0.78,0.77,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395488.jpeg,BOHOMIPO1,0.23,0.05,,,0.78,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395488.jpeg,BOHOMIPO1,0.23,0.05,,,0.78,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395493.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395493.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395493.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395495.jpeg,BOHOMIPO1,0.28,0.05,,,0.83,0.77,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395495.jpeg,BOHOMIPO1,0.28,0.05,,,0.83,0.77,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395495.jpeg,BOHOMIPO1,0.28,0.05,,,0.83,0.77,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395497.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395497.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395497.jpeg,BOHOMIPO1,0.23,0.12,,,0.78,0.85,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395506.jpeg,BOHOMIPO1,0.23,0.12,,,0.79,0.85,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395506.jpeg,BOHOMIPO1,0.23,0.12,,,0.79,0.85,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395506.jpeg,BOHOMIPO1,0.23,0.12,,,0.79,0.85,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395509.jpeg,BOHOMIPO1,0.27,0.08,,,0.82,0.82,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395509.jpeg,BOHOMIPO1,0.27,0.08,,,0.82,0.82,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395509.jpeg,BOHOMIPO1,0.27,0.08,,,0.82,0.82,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395528.jpeg,BOHOMIPO1,0.17,0.07,,,0.73,0.8,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395528.jpeg,BOHOMIPO1,0.17,0.07,,,0.73,0.8,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395528.jpeg,BOHOMIPO1,0.17,0.07,,,0.73,0.8,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395530.jpeg,BOHOMIPO1,0.24,0.1,,,0.79,0.82,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395530.jpeg,BOHOMIPO1,0.24,0.1,,,0.79,0.82,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395530.jpeg,BOHOMIPO1,0.24,0.1,,,0.79,0.82,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395533.jpeg,BOHOMIPO1,0.21,0.1,,,0.75,0.83,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395533.jpeg,BOHOMIPO1,0.21,0.1,,,0.75,0.83,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395533.jpeg,BOHOMIPO1,0.21,0.1,,,0.75,0.83,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395534.jpeg,BOHOMIPO1,0.2,0.1,,,0.75,0.83,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395534.jpeg,BOHOMIPO1,0.2,0.1,,,0.75,0.83,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395534.jpeg,BOHOMIPO1,0.2,0.1,,,0.75,0.83,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395552.jpeg,BOHOMIPO1,0.23,0.03,,,0.78,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395552.jpeg,BOHOMIPO1,0.23,0.03,,,0.78,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395552.jpeg,BOHOMIPO1,0.23,0.03,,,0.78,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395561.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395561.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395561.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395566.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395566.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395566.jpeg,BOHOMIPO1,0.21,0.03,,,0.76,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395600.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395600.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395600.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395622.jpeg,BOHOMIPO1,0.23,0.08,,,0.78,0.81,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395622.jpeg,BOHOMIPO1,0.23,0.08,,,0.78,0.81,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395622.jpeg,BOHOMIPO1,0.23,0.08,,,0.78,0.81,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395631.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395631.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395631.jpeg,BOHOMIPO1,0.26,0.1,,,0.81,0.83,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395632.jpeg,BOHOMIPO1,0.19,0.06,,,0.74,0.78,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395632.jpeg,BOHOMIPO1,0.19,0.06,,,0.74,0.78,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395632.jpeg,BOHOMIPO1,0.19,0.06,,,0.74,0.78,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395634.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395634.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395634.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395639.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395639.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
VALIDATION,source/sorting_line/cam320x240-BOHOMIPO1-1665095395639.jpeg,BOHOMIPO1,0.2,0.07,,,0.75,0.8,,
TRAIN,source/sorting_line/cam320x240-BOHOMIPO1-1665095395649.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
TEST,source/sorting_line/cam320x240-BOHOMIPO1-1665095395649.jpeg,BOHOMIPO1,0.29,0.03,,,0.84,0.76,,
